Brand,Model,Year,Horsepower,Engine_Size,Weight,Torque,Acceleration_0_100,Power_Weight,Torque_Weight,Drivetrain,Transmission
Ferrari,812 Superfast,2018,784,3.6,3654,860,2.95,0.21455938697318008,0.23535851122058019,RWD,DCT
Porsche,911 GT2 RS,2018,698,2.4,3298,681,2.65,0.21164342025469982,0.20648878107944207,AWD,DCT
Rolls-Royce,Wraith,2015,619,2.7,5348,580,4.34,0.11574420344053851,0.10845175766641735,RWD,Auto
McLaren,Artura,2023,654,4.2,3316,770,3.02,0.19722557297949336,0.2322074788902292,RWD,DCT
BMW,M5 CS,2022,630,8.0,4031,660,2.9,0.15628876209377326,0.16373108409823864,AWD,Auto
Rolls-Royce,Phantom,2010,551,3.3,5832,585,5.25,0.09447873799725652,0.10030864197530864,AWD,Auto
Bentley,Flying Spur,2023,614,7.6,5055,652,4.0,0.12146389713155292,0.12898120672601385,RWD,Auto
McLaren,765LT,2024,754,2.9,2976,896,2.7,0.25336021505376344,0.3010752688172043,RWD,DCT
Aston Martin,DB11 AMR,2022,628,5.4,3996,660,3.56,0.15715715715715717,0.16516516516516516,AWD,Auto
Rolls-Royce,Phantom,2018,544,6.9,5710,515,5.22,0.09527145359019265,0.09019264448336252,AWD,Auto
Ferrari,F8 Tributo,2023,707,5.3,3163,805,2.82,0.22352197281062283,0.25450521656655073,AWD,DCT
Rolls-Royce,Phantom,2020,541,2.0,5711,614,5.22,0.09472946944493084,0.10751181929609525,AWD,Auto
Aston Martin,DBS Superleggera,2024,713,4.0,3920,846,3.27,0.1818877551020408,0.21581632653061225,RWD,Auto
Rolls-Royce,Wraith,2021,628,5.9,5300,588,4.32,0.11849056603773585,0.1109433962264151,AWD,Auto
Aston Martin,DB11 AMR,2019,604,5.7,3953,669,3.5,0.1527953453073615,0.16923855299772325,RWD,Auto
Mercedes-AMG,GT Black Series,2024,720,2.4,3570,751,2.99,0.20168067226890757,0.2103641456582633,RWD,DCT
Rolls-Royce,Wraith,2021,611,7.0,5357,697,4.28,0.11405637483666231,0.13011013627030055,RWD,Auto
Ferrari,SF90 Stradale,2024,961,7.0,3629,1148,2.1,0.2648112427666024,0.3163405896941306,RWD,DCT
Lamborghini,Aventador SVJ,2018,750,6.8,3945,758,2.71,0.19011406844106463,0.19214195183776933,AWD,Auto
Mercedes-AMG,SL63 AMG,2024,577,2.7,4297,629,3.66,0.1342797300442169,0.14638119618338374,RWD,Auto
Rolls-Royce,Ghost,2019,565,6.2,5360,674,4.47,0.10541044776119403,0.12574626865671643,RWD,Auto
Aston Martin,DBS Superleggera,2024,700,4.6,3850,827,3.25,0.18181818181818182,0.2148051948051948,AWD,Auto
Bugatti,Chiron,2020,1543,2.5,4463,1612,2.31,0.3457315706923594,0.36119202330271116,AWD,DCT
McLaren,Artura,2022,663,3.4,3356,598,3.01,0.19755661501787844,0.17818831942789035,RWD,DCT
Mercedes-AMG,GT63 S,2022,623,2.3,4535,563,3.08,0.13737596471885336,0.12414553472987871,RWD,Auto
Rolls-Royce,Phantom,2016,567,6.6,5869,552,5.11,0.09660930311807804,0.09405350144828761,RWD,Auto
Aston Martin,DBS Superleggera,2023,703,5.4,3983,642,3.32,0.17650012553351746,0.16118503640472007,RWD,Auto
McLaren,720S,2019,706,6.0,3069,825,2.7,0.23004235907461715,0.26881720430107525,AWD,DCT
Rolls-Royce,Ghost,2019,575,3.5,5441,643,4.79,0.10567910310604668,0.11817680573424003,AWD,Auto
BMW,M5 CS,2022,625,7.8,4146,620,3.09,0.15074770863482875,0.14954172696575013,RWD,Auto
Porsche,911 GT3 RS,2020,503,5.4,3326,490,3.26,0.15123271196632593,0.14732411304870716,RWD,DCT
McLaren,765LT,2022,758,3.4,3035,807,2.72,0.24975288303130147,0.2658978583196046,AWD,DCT
BMW,M5 CS,2021,626,4.8,4021,723,3.03,0.1556826660034817,0.17980601840338226,RWD,Auto
Rolls-Royce,Wraith,2021,624,7.9,5367,582,4.31,0.11626607043040806,0.10844046953605366,AWD,Auto
Porsche,911 GT2 RS,2018,693,2.1,3376,781,2.75,0.20527251184834122,0.23133886255924171,RWD,DCT
Aston Martin,Valkyrie,2024,1160,5.3,2757,1305,2.47,0.4207471889735219,0.4733405875952122,RWD,Auto
Ferrari,F8 Tributo,2021,719,4.4,3105,727,2.85,0.23156199677938807,0.23413848631239936,RWD,DCT
Bugatti,Mistral,2023,1589,6.5,4373,1474,2.17,0.3633661102218157,0.33706837411388063,RWD,DCT
Bentley,Bentayga Speed,2020,644,2.9,5742,756,3.86,0.11215604319052595,0.13166144200626959,AWD,Auto
McLaren,Artura,2024,642,2.8,3326,631,3.1,0.19302465423932652,0.18971737823211066,RWD,DCT
Bentley,Continental GT Speed,2019,633,7.3,5121,686,3.52,0.12360867018160515,0.13395821128685803,AWD,DCT
Rolls-Royce,Ghost,2024,594,8.0,5320,663,4.53,0.11165413533834587,0.12462406015037594,AWD,Auto
Rolls-Royce,Phantom,2014,564,7.3,5730,596,5.29,0.09842931937172775,0.10401396160558464,RWD,Auto
Bugatti,Mistral,2023,1586,6.6,4415,1864,2.12,0.3592298980747452,0.42219705549263875,AWD,DCT
McLaren,Artura,2022,660,3.5,3430,768,3.05,0.1924198250728863,0.2239067055393586,RWD,DCT
BMW,M8 Competition,2020,620,4.7,4462,584,3.07,0.13895114298520841,0.13088301210219633,AWD,Auto
Mercedes-AMG,GT63 S,2024,616,5.8,4607,641,3.29,0.13370957238984155,0.13913609724332537,RWD,Auto
McLaren,765LT,2022,757,3.4,2996,721,2.77,0.25267022696929237,0.24065420560747663,AWD,DCT
Rolls-Royce,Phantom,2012,543,6.6,5893,547,5.03,0.09214322077040557,0.09282199219412862,RWD,Auto
Lamborghini,Aventador SVJ,2021,761,6.0,4200,859,2.86,0.18119047619047618,0.20452380952380952,RWD,Auto
Porsche,911 GT3 RS,2022,501,4.3,3319,507,3.07,0.1509490810485086,0.15275685447423923,RWD,DCT
Ferrari,SF90 Stradale,2022,969,7.8,3880,994,2.01,0.24974226804123711,0.25618556701030926,RWD,DCT
Mercedes-AMG,GT63 S,2024,618,7.8,4774,705,3.01,0.129451193967323,0.14767490573942188,AWD,Auto
Rolls-Royce,Ghost,2021,568,2.6,5419,631,4.62,0.10481638678723011,0.11644214799778557,RWD,Auto
Porsche,911 Turbo S,2023,590,6.5,3602,583,2.42,0.16379789006107717,0.16185452526374236,RWD,DCT
Lamborghini,Aventador SVJ,2018,763,2.5,3885,890,2.74,0.1963963963963964,0.22908622908622908,RWD,Auto
Porsche,911 GT3 RS,2018,510,6.0,3263,579,3.17,0.15629788538155073,0.17744406987434877,RWD,DCT
Bugatti,Mistral,2024,1578,7.0,4500,1850,2.23,0.3506666666666667,0.4111111111111111,AWD,DCT
Porsche,911 Turbo S,2016,626,2.8,3625,734,2.49,0.1726896551724138,0.20248275862068965,RWD,DCT
Lamborghini,Huracan EVO,2024,617,6.2,3120,672,3.08,0.19775641025641025,0.2153846153846154,RWD,DCT
Rolls-Royce,Wraith,2016,631,7.9,5393,619,4.34,0.11700352308548118,0.11477841646578898,RWD,Auto
Aston Martin,Valkyrie,2023,1124,7.4,2844,1025,2.48,0.3952180028129395,0.36040787623066106,RWD,Auto
BMW,M5 CS,2021,625,3.7,4098,599,3.02,0.15251342118106392,0.14616886285993166,RWD,Auto
Aston Martin,DBS Superleggera,2024,700,3.7,3989,804,3.37,0.17548257708698922,0.20155427425419906,RWD,Auto
Bugatti,Chiron,2021,1574,6.9,4408,1802,2.33,0.3570780399274047,0.4088021778584392,RWD,DCT
Rolls-Royce,Phantom,2018,546,2.8,5791,606,5.4,0.09428423415644967,0.10464513900880677,RWD,Auto
Porsche,911 GT2 RS,2018,694,6.9,3358,751,2.66,0.20667063728409768,0.22364502680166765,AWD,DCT
BMW,M5 CS,2022,633,7.0,4090,570,3.04,0.1547677261613692,0.1393643031784841,RWD,Auto
Lamborghini,Aventador SVJ,2019,751,4.2,4123,762,2.79,0.18214892068881883,0.1848168809119573,RWD,Auto
Bentley,Continental GT Speed,2015,641,4.5,5021,638,3.65,0.1276638119896435,0.12706632144991037,AWD,DCT
BMW,M8 Competition,2022,610,2.7,4309,640,3.03,0.14156416802042238,0.14852634021814806,RWD,Auto
Ferrari,SF90 Stradale,2022,951,2.9,3692,874,2.27,0.2575839653304442,0.23672806067172264,RWD,DCT
Ferrari,812 Superfast,2017,794,3.3,3867,931,2.96,0.20532712697181277,0.24075510731833463,RWD,DCT
Bentley,Continental GT Speed,2020,657,6.0,4920,727,3.59,0.13353658536585367,0.14776422764227642,RWD,DCT
Bugatti,Divo,2020,1499,4.7,4459,1450,2.34,0.3361740300515811,0.3251850190625701,RWD,DCT
Mercedes-AMG,GT63 S,2021,615,6.2,4659,621,3.18,0.1320025756600129,0.13329040566645203,AWD,Auto
Rolls-Royce,Wraith,2021,637,6.6,5364,696,4.21,0.11875466070096942,0.1297539149888143,AWD,Auto
Ferrari,F8 Tributo,2021,717,4.5,3262,718,2.81,0.21980380134886573,0.22011036174126303,RWD,DCT
Aston Martin,DBS Superleggera,2020,715,2.6,3915,767,3.31,0.1826309067688378,0.1959131545338442,RWD,Auto
McLaren,720S,2022,702,3.3,3074,660,2.72,0.2283669486011711,0.21470396877033182,AWD,DCT
BMW,XM Label Red,2024,740,2.8,5958,698,3.75,0.12420275260154415,0.11715340718361866,AWD,Auto
Bugatti,Divo,2019,1504,5.3,4486,1553,2.4,0.3352652697280428,0.3461881408827463,RWD,DCT
Lamborghini,Huracan EVO,2023,625,5.3,3121,664,2.95,0.20025632809996796,0.21275232297340596,RWD,DCT
Aston Martin,DBS Superleggera,2021,706,3.1,3841,810,3.34,0.18380630044259308,0.21088258266076543,RWD,Auto
Bugatti,Mistral,2023,1581,4.7,4428,1698,2.13,0.35704607046070463,0.38346883468834686,AWD,DCT
Lamborghini,Revuelto,2023,1016,5.4,4398,1182,2.29,0.23101409731696226,0.26875852660300137,AWD,DCT
Bugatti,Mistral,2023,1585,7.4,4327,1831,2.24,0.3663045990293506,0.4231569216547261,RWD,DCT
Bugatti,Divo,2021,1523,6.5,4444,1580,2.3,0.3427092709270927,0.35553555355535554,RWD,DCT
Bugatti,Chiron,2023,1489,2.9,4440,1731,2.39,0.3353603603603604,0.3898648648648649,RWD,DCT
Lamborghini,Aventador SVJ,2019,753,4.6,3901,795,2.81,0.19302742886439375,0.20379389900025635,AWD,Auto
Mercedes-AMG,GT63 S,2020,616,4.7,4678,719,3.14,0.13168020521590423,0.15369816160752459,AWD,Auto
Lamborghini,Revuelto,2023,1002,2.0,4347,1201,2.12,0.23050379572118704,0.27628249367379804,AWD,DCT
Porsche,911 GT2 RS,2020,695,5.8,3316,718,2.7,0.20958986731001206,0.21652593486127866,AWD,DCT
McLaren,765LT,2024,755,3.8,3016,836,2.63,0.2503315649867374,0.27718832891246686,RWD,DCT
McLaren,720S,2019,714,7.0,3162,856,2.84,0.22580645161290322,0.27071473750790637,RWD,DCT
Rolls-Royce,Phantom,2010,543,2.0,5624,591,5.03,0.09655049786628735,0.10508534850640114,AWD,Auto
Mercedes-AMG,GT63 S,2019,603,4.9,4534,653,3.03,0.1329951477723864,0.14402293780326422,RWD,Auto
Lamborghini,Aventador SVJ,2020,752,7.7,3871,701,2.86,0.1942650477912684,0.18109015758202016,RWD,Auto
Ferrari,812 Superfast,2022,795,6.8,3715,733,2.9,0.21399730820995963,0.19730820995962314,AWD,DCT
McLaren,765LT,2021,762,4.4,3060,734,2.77,0.24901960784313726,0.23986928104575164,RWD,DCT
Bentley,Flying Spur,2022,592,7.9,5094,572,3.89,0.11621515508441303,0.11228896741264233,AWD,Auto
Bugatti,Mistral,2023,1599,4.7,4330,1865,2.2,0.36928406466512703,0.43071593533487296,RWD,DCT
Bentley,Flying Spur,2023,559,3.4,4959,591,3.84,0.11272433958459367,0.1191772534785239,RWD,Auto
Aston Martin,Valkyrie,2024,1103,5.0,2758,1249,2.38,0.39992748368382885,0.45286439448876,RWD,Auto
McLaren,765LT,2022,758,5.1,2998,754,2.6,0.25283522348232157,0.2515010006671114,RWD,DCT
Aston Martin,Valkyrie,2022,1122,3.5,2787,1292,2.3,0.4025834230355221,0.4635809113742375,AWD,Auto
Mercedes-AMG,GT Black Series,2023,722,6.7,3508,832,2.89,0.20581527936145952,0.23717217787913342,AWD,DCT
Ferrari,F8 Tributo,2021,715,6.1,3155,850,2.81,0.2266244057052298,0.2694136291600634,RWD,DCT
Porsche,911 GT2 RS,2018,697,7.3,3387,656,2.65,0.20578683200472395,0.19368172423974017,RWD,DCT
Bentley,Bentayga Speed,2020,633,4.9,5774,748,3.78,0.10962937305161066,0.12954624177346727,AWD,Auto
Bugatti,Divo,2019,1570,4.9,4447,1594,2.39,0.3530469979761637,0.3584438947605127,RWD,DCT
Ferrari,F8 Tributo,2023,706,7.1,3112,723,2.88,0.2268637532133676,0.23232647814910026,RWD,DCT
Mercedes-AMG,SL63 AMG,2022,598,3.8,4199,659,3.62,0.14241486068111456,0.15694212907835198,RWD,Auto
Rolls-Royce,Wraith,2016,637,6.3,5269,696,4.32,0.12089580565572215,0.132093376352249,RWD,Auto
Lamborghini,Huracan EVO,2022,620,6.7,3326,682,3.15,0.18641010222489476,0.20505111244738425,RWD,DCT
Bugatti,Divo,2020,1482,6.3,4436,1738,2.38,0.3340847610459874,0.39179440937781784,AWD,DCT
Ferrari,F8 Tributo,2022,714,2.1,3201,756,2.86,0.22305529522024367,0.23617619493908154,RWD,DCT
Lamborghini,Aventador SVJ,2021,755,6.6,4120,750,2.85,0.18325242718446602,0.1820388349514563,RWD,Auto
BMW,XM Label Red,2024,739,2.7,6069,835,3.84,0.12176635360026364,0.13758444554292304,RWD,Auto
Bugatti,Chiron,2016,1524,5.4,4457,1473,2.36,0.34193403634731884,0.33049136190262507,RWD,DCT
Bugatti,Chiron,2022,1569,6.7,4450,1423,2.39,0.35258426966292133,0.3197752808988764,AWD,DCT
Bentley,Continental GT Speed,2020,656,7.6,5031,767,3.64,0.13039157225203737,0.1524547803617571,AWD,DCT
Rolls-Royce,Wraith,2017,635,7.9,5303,751,4.44,0.1197435413916651,0.14161795210258343,RWD,Auto
Aston Martin,DBS Superleggera,2019,710,5.7,3889,680,3.23,0.18256621239393162,0.17485214708151195,AWD,Auto
Ferrari,812 Superfast,2021,787,5.9,3753,922,2.83,0.20969890754063417,0.2456701305622169,AWD,DCT
Lamborghini,Aventador SVJ,2021,764,2.9,3958,849,2.71,0.1930267812026276,0.2145022738756948,RWD,Auto
Lamborghini,Huracan EVO,2021,633,6.6,3153,648,2.99,0.20076117982873454,0.2055185537583254,RWD,DCT
BMW,M5 CS,2022,629,4.8,4133,617,3.06,0.1521896927171546,0.14928623276070652,RWD,Auto
Ferrari,SF90 Stradale,2024,957,8.0,3834,1054,2.07,0.24960876369327073,0.2749087115284298,RWD,DCT
Aston Martin,DBS Superleggera,2022,702,7.9,4051,841,3.34,0.17329054554431006,0.20760306097259937,RWD,Auto
Bugatti,Chiron,2017,1488,7.9,4486,1371,2.36,0.33169861792242533,0.3056174765938475,RWD,DCT
Ferrari,F8 Tributo,2022,701,7.9,3116,832,2.85,0.22496790757381258,0.26700898587933247,AWD,DCT
BMW,M8 Competition,2023,614,3.0,4393,670,3.13,0.1397678124288641,0.15251536535397223,RWD,Auto
Aston Martin,DBS Superleggera,2024,711,4.3,3936,818,3.36,0.18064024390243902,0.20782520325203252,RWD,Auto
Bugatti,Divo,2020,1524,3.5,4471,1741,2.33,0.34086334153433234,0.38939834488928654,RWD,DCT
BMW,M5 CS,2022,632,6.6,4033,757,2.91,0.15670716588147782,0.18770146293082074,RWD,Auto
Lamborghini,Huracan EVO,2024,612,4.1,3198,725,3.07,0.19136960600375236,0.22670419011882426,AWD,DCT
Lamborghini,Huracan EVO,2022,630,7.4,3190,645,3.15,0.1974921630094044,0.20219435736677116,AWD,DCT
Lamborghini,Revuelto,2024,1010,3.1,4340,920,2.11,0.23271889400921658,0.2119815668202765,AWD,DCT
Mercedes-AMG,GT Black Series,2024,724,4.0,3510,773,2.93,0.20626780626780628,0.22022792022792023,AWD,DCT
Rolls-Royce,Phantom,2016,546,6.7,5753,637,5.17,0.09490700504084826,0.11072483921432297,RWD,Auto
McLaren,720S,2021,707,2.2,3040,699,2.82,0.2325657894736842,0.2299342105263158,AWD,DCT
Lamborghini,Aventador SVJ,2020,754,7.0,4184,771,2.86,0.18021032504780116,0.1842734225621415,RWD,Auto
McLaren,720S,2018,703,2.3,3066,741,2.79,0.22928897586431832,0.24168297455968688,RWD,DCT
Bugatti,Mistral,2024,1598,2.4,4361,1693,2.22,0.36642971795459756,0.3882137124512726,RWD,DCT
Mercedes-AMG,SL63 AMG,2019,583,3.4,4202,577,3.56,0.1387434554973822,0.1373155640171347,RWD,Auto
Lamborghini,Aventador SVJ,2020,753,5.7,4038,771,2.85,0.18647845468053492,0.19093610698365526,AWD,Auto
Bugatti,Chiron,2018,1547,6.8,4456,1564,2.39,0.34717235188509876,0.3509874326750449,AWD,DCT
Bentley,Flying Spur,2024,593,4.5,4948,560,3.81,0.1198464025869038,0.11317704122877931,AWD,Auto
McLaren,Artura,2023,648,4.2,3438,705,3.05,0.18848167539267016,0.20506108202443282,AWD,DCT
Mercedes-AMG,GT63 S,2023,604,3.0,4601,685,3.21,0.13127580960660726,0.1488806781134536,AWD,Auto
Bentley,Flying Spur,2022,609,7.1,4800,570,3.74,0.126875,0.11875,RWD,Auto
McLaren,Artura,2022,668,7.9,3372,670,3.03,0.1981020166073547,0.19869513641755635,AWD,DCT
Porsche,911 GT2 RS,2018,696,5.0,3314,691,2.7,0.2100181050090525,0.20850935425467712,RWD,DCT
Lamborghini,Aventador SVJ,2018,768,6.2,3842,884,2.7,0.19989588755856325,0.23008849557522124,AWD,Auto
Rolls-Royce,Phantom,2022,558,6.3,5767,510,5.2,0.0967574128663083,0.08843419455522802,AWD,Auto
Ferrari,812 Superfast,2020,795,6.1,3772,925,2.96,0.21076352067868503,0.24522799575821846,AWD,DCT
McLaren,765LT,2022,758,5.4,3021,739,2.72,0.2509102946044356,0.244620986428335,AWD,DCT
Ferrari,812 Superfast,2018,795,3.7,3721,727,2.91,0.21365224402042463,0.19537758667024993,RWD,DCT
Porsche,911 GT3 RS,2016,504,3.5,3256,586,3.18,0.1547911547911548,0.17997542997542998,RWD,DCT
McLaren,720S,2019,704,7.7,3122,645,2.77,0.22549647661755284,0.20659833440102499,AWD,DCT
Aston Martin,DB11 AMR,2024,622,5.6,3913,705,3.66,0.1589573217480194,0.18016866854076155,AWD,Auto
Bentley,Flying Spur,2021,596,3.1,5191,548,3.86,0.11481410132922365,0.10556732806780968,AWD,Auto
Bugatti,Divo,2019,1538,4.1,4481,1709,2.34,0.3432269582682437,0.3813880830171837,RWD,DCT
Ferrari,SF90 Stradale,2021,974,5.9,3890,955,2.14,0.25038560411311056,0.2455012853470437,AWD,DCT
Rolls-Royce,Phantom,2020,568,6.2,5829,522,5.17,0.09744381540572997,0.08955223880597014,RWD,Auto
Ferrari,812 Superfast,2018,809,3.5,3702,731,2.99,0.21853052404105888,0.19746083198271205,AWD,DCT
Porsche,911 GT3 RS,2024,503,7.7,3258,542,3.26,0.1543891958256599,0.1663597298956415,RWD,DCT
BMW,M5 CS,2021,635,6.6,4149,750,2.9,0.15304892745239818,0.18076644974692696,AWD,Auto
Mercedes-AMG,GT Black Series,2024,720,4.7,3544,773,2.88,0.20316027088036118,0.21811512415349887,AWD,DCT
Lamborghini,Huracan EVO,2023,623,6.0,3205,698,2.96,0.19438377535101403,0.21778471138845554,RWD,DCT
Aston Martin,Valkyrie,2024,1151,3.6,2784,1351,2.43,0.413433908045977,0.4852729885057471,RWD,Auto
Mercedes-AMG,GT63 S,2020,618,6.0,4747,598,3.16,0.13018748683378975,0.12597429955761533,AWD,Auto
Bentley,Bentayga Speed,2020,650,2.2,5750,594,3.97,0.11304347826086956,0.10330434782608695,RWD,Auto
Bugatti,Mistral,2024,1579,3.3,4339,1589,2.18,0.363908734731505,0.3662134132288546,RWD,DCT
McLaren,765LT,2021,751,3.7,2987,762,2.7,0.2514228322731838,0.2551054569802477,AWD,DCT
Ferrari,SF90 Stradale,2020,976,4.6,3837,963,2.39,0.25436538962731303,0.2509773260359656,RWD,DCT
Mercedes-AMG,GT63 S,2019,627,2.2,4783,736,3.26,0.1310892745139034,0.15387831904662347,AWD,Auto
McLaren,720S,2018,710,4.7,3122,789,2.79,0.2274183215887252,0.25272261370916077,AWD,DCT
Bugatti,Mistral,2024,1595,5.6,4397,1674,2.26,0.3627473277234478,0.38071412326586307,RWD,DCT
Aston Martin,DB11 AMR,2022,610,3.7,3953,554,3.54,0.15431317986339488,0.14014672400708322,AWD,Auto
Aston Martin,Valkyrie,2022,1100,2.4,2801,1042,2.35,0.39271688682613354,0.3720099964298465,RWD,Auto
Bugatti,Divo,2021,1536,3.7,4446,1698,2.31,0.34547908232118757,0.38191632928475033,RWD,DCT
Bentley,Flying Spur,2020,560,6.7,4860,563,3.95,0.11522633744855967,0.11584362139917695,RWD,Auto
Rolls-Royce,Ghost,2013,595,7.3,5476,625,4.78,0.10865595325054785,0.11413440467494522,RWD,Auto
Mercedes-AMG,SL63 AMG,2014,589,6.8,4134,591,3.6,0.1424770198355104,0.14296081277213352,AWD,Auto
Rolls-Royce,Phantom,2023,564,4.5,5813,557,5.18,0.09702391192155513,0.09581971443316704,AWD,Auto
Lamborghini,Revuelto,2024,1012,5.2,4444,1135,2.36,0.22772277227722773,0.2554005400540054,AWD,DCT
Aston Martin,Valkyrie,2022,1129,3.4,2825,1072,2.57,0.39964601769911506,0.37946902654867254,RWD,Auto
Ferrari,SF90 Stradale,2020,991,3.5,3627,984,2.08,0.2732285635511442,0.27129859387923905,RWD,DCT
Aston Martin,DB11 AMR,2023,627,4.5,4051,680,3.61,0.15477659837077265,0.16785978770673907,RWD,Auto
Ferrari,812 Superfast,2018,780,7.2,3806,819,2.88,0.2049395691014188,0.21518654755648975,AWD,DCT
Porsche,911 Turbo S,2022,608,3.2,3588,573,2.58,0.16945373467112598,0.1596989966555184,RWD,DCT
Porsche,911 GT2 RS,2020,699,5.7,3298,828,2.76,0.21194663432383262,0.2510612492419648,AWD,DCT
Ferrari,812 Superfast,2021,811,6.3,3675,791,2.8,0.22068027210884353,0.21523809523809523,RWD,DCT
Porsche,911 Turbo S,2018,601,3.7,3629,577,2.35,0.1656103609809865,0.15899696886194545,RWD,DCT
Ferrari,812 Superfast,2018,794,5.9,3780,717,2.88,0.21005291005291005,0.18968253968253967,RWD,DCT
McLaren,765LT,2023,764,5.9,3053,909,2.61,0.2502456600065509,0.2977399279397314,RWD,DCT
McLaren,720S,2021,714,3.9,3019,856,2.81,0.2365021530308049,0.28353759523020866,RWD,DCT
Aston Martin,Valkyrie,2024,1154,2.3,2761,1168,2.41,0.417964505613908,0.4230351321984788,RWD,Auto
McLaren,765LT,2020,758,2.6,3041,825,2.62,0.2492601118053272,0.27129233804669517,RWD,DCT
Lamborghini,Huracan EVO,2020,635,6.1,3200,670,3.01,0.1984375,0.209375,AWD,DCT
Ferrari,F8 Tributo,2022,711,4.1,3128,722,2.87,0.22730179028132994,0.23081841432225064,RWD,DCT
BMW,M5 CS,2022,631,7.1,4130,649,3.05,0.15278450363196125,0.15714285714285714,RWD,Auto
BMW,M8 Competition,2024,612,3.9,4310,600,3.04,0.1419953596287703,0.13921113689095127,RWD,Auto
McLaren,765LT,2023,759,5.5,2993,852,2.71,0.2535917139993318,0.28466421650517876,RWD,DCT
Ferrari,SF90 Stradale,2021,981,7.6,3661,1086,2.13,0.26795957388691616,0.2966402622234362,AWD,DCT
Porsche,911 GT3 RS,2020,525,3.6,3309,506,3.18,0.1586582048957389,0.15291628890903597,AWD,DCT
Lamborghini,Revuelto,2023,1005,2.9,4383,1137,2.32,0.2292950034223135,0.2594113620807666,RWD,DCT
Bugatti,Mistral,2024,1583,5.3,4424,1842,2.15,0.35782097649186256,0.4163652802893309,RWD,DCT
McLaren,765LT,2020,757,7.4,3059,882,2.67,0.2474664923177509,0.28832951945080093,AWD,DCT
Aston Martin,Valkyrie,2023,1107,7.8,2774,1266,2.51,0.39906272530641673,0.4563806777217015,AWD,Auto
BMW,XM Label Red,2023,745,3.9,6062,798,3.69,0.12289673375123722,0.13163972286374134,AWD,Auto
Bugatti,Mistral,2024,1588,3.4,4457,1578,2.23,0.3562934709445816,0.35404980928875923,RWD,DCT
Bentley,Flying Spur,2020,571,5.4,4982,657,3.89,0.11461260537936571,0.1318747490967483,AWD,Auto
Bugatti,Chiron,2018,1494,4.7,4467,1788,2.38,0.33445265278710545,0.40026863666890533,AWD,DCT
Mercedes-AMG,GT63 S,2021,613,4.8,4682,665,3.19,0.13092695429303716,0.14203331909440411,RWD,Auto
McLaren,765LT,2020,759,6.0,2963,695,2.69,0.2561592980087749,0.23455956800539993,AWD,DCT
McLaren,Artura,2024,660,6.2,3471,693,3.07,0.19014693171996544,0.1996542783059637,AWD,DCT
BMW,M8 Competition,2022,600,3.2,4363,685,3.08,0.137520055008022,0.15700206280082513,RWD,Auto
McLaren,Artura,2022,668,6.7,3473,635,3.0,0.19234091563489777,0.18283904405413187,AWD,DCT
Bentley,Flying Spur,2023,577,7.3,4930,629,3.99,0.11703853955375254,0.12758620689655173,RWD,Auto
Porsche,911 GT3 RS,2017,503,5.6,3225,564,3.03,0.15596899224806202,0.17488372093023255,AWD,DCT
Bentley,Flying Spur,2020,623,5.6,4915,606,3.91,0.12675483214649033,0.12329603255340793,RWD,Auto
Bentley,Bentayga Speed,2024,638,6.1,5762,612,3.76,0.11072544255466851,0.10621312044429018,AWD,Auto
Mercedes-AMG,GT63 S,2023,629,4.4,4775,631,3.13,0.1317277486910995,0.13214659685863875,AWD,Auto
BMW,M8 Competition,2024,618,3.0,4310,702,3.08,0.14338747099767982,0.162877030162413,RWD,Auto
McLaren,765LT,2021,765,7.9,3001,789,2.71,0.254915028323892,0.26291236254581807,RWD,DCT
Bentley,Bentayga Speed,2022,643,2.8,5791,636,3.77,0.11103436366776032,0.10982559143498533,RWD,Auto
Porsche,911 Turbo S,2022,611,2.9,3585,588,2.62,0.1704323570432357,0.16401673640167364,RWD,DCT
Bentley,Bentayga Speed,2021,640,5.5,5645,730,3.74,0.1133746678476528,0.12931798051372898,RWD,Auto
Bentley,Bentayga Speed,2023,645,4.8,5659,674,3.72,0.11397773458208164,0.11910231489662484,RWD,Auto
Mercedes-AMG,GT63 S,2020,620,4.1,4683,625,3.06,0.1323937646807602,0.1334614563314115,RWD,Auto
